what,kind,bundleId,bundleVersion,description,time
error,log,,,"JavaBuilder handling CoreException",1337153183668
error,log,,,"JavaBuilder handling CoreException",1337153183848
error,log,,,"JavaBuilder handling CoreException",1337153183966
error,log,,,"JavaBuilder handling CoreException",1337153184201
error,log,,,"JavaBuilder handling CoreException",1337153184297
error,log,,,"JavaBuilder handling CoreException",1337153184608
error,log,,,"JavaBuilder handling CoreException",1337153184624
error,log,,,"JavaBuilder handling CoreException",1337153184811
error,log,,,"JavaBuilder handling CoreException",1337153184879
error,log,,,"JavaBuilder handling CoreException",1337153185043
error,log,,,"JavaBuilder handling CoreException",1337153185066
error,log,,,"JavaBuilder handling CoreException",1337153185169
error,log,,,"JavaBuilder handling CoreException",1337153185182
error,log,,,"JavaBuilder handling CoreException",1337153185216
error,log,,,"JavaBuilder handling CoreException",1337153185242
error,log,,,"JavaBuilder handling CoreException",1337153185257
error,log,,,"JavaBuilder handling CoreException",1337153185412
error,log,,,"JavaBuilder handling CoreException",1337153185482
error,log,,,"JavaBuilder handling CoreException",1337153185489
error,log,,,"JavaBuilder handling CoreException",1337153185508
error,log,,,"JavaBuilder handling CoreException",1337153185575
error,log,,,"JavaBuilder handling CoreException",1337153185707
error,log,,,"JavaBuilder handling CoreException",1337153185849
error,log,,,"JavaBuilder handling CoreException",1337153185867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337153185921
error,log,,,"JavaBuilder handling CoreException",1337153186067
error,log,,,"JavaBuilder handling CoreException",1337153186245
error,log,,,"JavaBuilder handling CoreException",1337153186375
error,log,,,"JavaBuilder handling CoreException",1337153186378
error,log,,,"JavaBuilder handling CoreException",1337153186380
error,log,,,"JavaBuilder handling CoreException",1337153186487
error,log,,,"JavaBuilder handling CoreException",1337153186565
error,log,,,"JavaBuilder handling CoreException",1337153186676
error,log,,,"JavaBuilder handling CoreException",1337153186680
error,log,,,"JavaBuilder handling CoreException",1337153186700
error,log,,,"JavaBuilder handling CoreException",1337153186753
error,log,,,"JavaBuilder handling CoreException",1337153186868
error,log,,,"JavaBuilder handling CoreException",1337153187191
error,log,,,"JavaBuilder handling CoreException",1337153187389
error,log,,,"JavaBuilder handling CoreException",1337153187476
error,log,,,"JavaBuilder handling CoreException",1337153187643
error,log,,,"JavaBuilder handling CoreException",1337153187678
error,log,,,"JavaBuilder handling CoreException",1337153187710
error,log,,,"JavaBuilder handling CoreException",1337153187711
error,log,,,"JavaBuilder handling CoreException",1337153187717
error,log,,,"JavaBuilder handling CoreException",1337153187720
error,log,,,"JavaBuilder handling CoreException",1337153187863
error,log,,,"JavaBuilder handling CoreException",1337153187871
error,log,,,"JavaBuilder handling CoreException",1337153187936
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1337153187940
error,log,,,"JavaBuilder handling CoreException",1337153187954
error,log,,,"JavaBuilder handling CoreException",1337153187999
error,log,,,"JavaBuilder handling CoreException",1337153188001
error,log,,,"JavaBuilder handling CoreException",1337153188077
error,log,,,"JavaBuilder handling CoreException",1337153188083
error,log,,,"JavaBuilder handling CoreException",1337153188110
error,log,,,"JavaBuilder handling CoreException",1337153188169
error,log,,,"JavaBuilder handling CoreException",1337153188175
error,log,,,"JavaBuilder handling CoreException",1337153188322
error,log,,,"JavaBuilder handling CoreException",1337153189262
error,log,,,"JavaBuilder handling CoreException",1337153189293
error,log,,,"JavaBuilder handling CoreException",1337153190590
error,log,,,"Core exception while retrieving the content description",1337153191082
error,log,,,"Core exception while retrieving the content description",1337153191097
error,log,,,"JavaBuilder handling CoreException",1337153191294
error,log,,,"JavaBuilder handling CoreException",1337153191300
error,log,,,"JavaBuilder handling CoreException",1337153191304
error,log,,,"JavaBuilder handling CoreException",1337153191315
error,log,,,"JavaBuilder handling CoreException",1337153191968
error,log,,,"JavaBuilder handling CoreException",1337153192263
error,log,,,"JavaBuilder handling CoreException",1337153192693
error,log,,,"JavaBuilder handling CoreException",1337153193170
error,log,,,"JavaBuilder handling CoreException",1337153193186
error,log,,,"JavaBuilder handling CoreException",1337153194060
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337153194093
error,log,,,"JavaBuilder handling CoreException",1337153195241
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1337153212629
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153220396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153220562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153220717
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153220860
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153221378
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153221448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153221549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153221636
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153221721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153221779
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153221861
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153221944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153222028
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153222113
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153222194
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153222279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153222362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153222445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153222528
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153222612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153222695
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153222779
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153222862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153222945
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153223029
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153223112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153223195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153223279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153223362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153223445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153223529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337153223612
