what,kind,bundleId,bundleVersion,description,time
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1337160282271
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160285383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160295596
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160492115
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160494649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160584261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160586053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160596282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160620751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160641147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160704877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160784581
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160793215
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160795444
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160798149
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337160822560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337160825055
