what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1337054580077
error,log,,,"Core exception while retrieving the content description",1337054580143
error,log,,,"Core exception while retrieving the content description",1337054580181
error,log,,,"Core exception while retrieving the content description",1337054580208
error,log,,,"Core exception while retrieving the content description",1337054580210
error,log,,,"Core exception while retrieving the content description",1337054580211
error,log,,,"Core exception while retrieving the content description",1337054580212
error,log,,,"Core exception while retrieving the content description",1337054580224
error,log,,,"Core exception while retrieving the content description",1337054580225
error,log,,,"Core exception while retrieving the content description",1337054580231
error,log,,,"Core exception while retrieving the content description",1337054580232
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1337054589146
opened,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1337054589520
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1337054589552
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1337054591342
error,log,,,"Core exception while retrieving the content description",1337054591501
error,log,,,"Core exception while retrieving the content description",1337054591549
error,log,,,"Core exception while retrieving the content description",1337054591551
error,log,,,"Core exception while retrieving the content description",1337054591557
error,log,,,"Core exception while retrieving the content description",1337054591559
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1337054591739
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1337054595595
started,bundle,org.sonar.ide.eclipse.wsclient,2.3.0.20111209-1529,"org.sonar.ide.eclipse.wsclient",1337054595986
started,bundle,org.sonar.ide.eclipse.core,2.3.0.20111209-1529,"org.sonar.ide.eclipse.core",1337054596045
started,bundle,org.sonar.ide.eclipse.runtime,2.3.0.20111209-1529,"org.sonar.ide.eclipse.runtime",1337054599640
started,bundle,org.sonar.ide.eclipse.ui,2.3.0.20111209-1529,"org.sonar.ide.eclipse.ui",1337054599720
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1337054599839
error,log,,,"Core exception while retrieving the content description",1337054600117
error,log,,,"Core exception while retrieving the content description",1337054600121
error,log,,,"Core exception while retrieving the content description",1337054600139
error,log,,,"Core exception while retrieving the content description",1337054600184
error,log,,,"Core exception while retrieving the content description",1337054600187
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1337054600413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337054600860
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337054604401
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1337054613492
error,log,,,"Core exception while retrieving the content description",1337054613496
error,log,,,"Core exception while retrieving the content description",1337054613498
error,log,,,"Core exception while retrieving the content description",1337054613654
error,log,,,"Core exception while retrieving the content description",1337054613657
error,log,,,"Core exception while retrieving the content description",1337054614252
error,log,,,"Core exception while retrieving the content description",1337054614254
error,log,,,"Core exception while retrieving the content description",1337054614342
error,log,,,"Core exception while retrieving the content description",1337054614343
error,log,,,"Core exception while retrieving the content description",1337054614352
error,log,,,"Core exception while retrieving the content description",1337054614354
error,log,,,"Core exception while retrieving the content description",1337054614355
error,log,,,"Core exception while retrieving the content description",1337054614357
error,log,,,"Core exception while retrieving the content description",1337054614358
error,log,,,"Core exception while retrieving the content description",1337054614359
error,log,,,"Core exception while retrieving the content description",1337054614398
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1337054614570
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1337054614600
started,bundle,org.sonar.ide.eclipse.jdt,2.3.0.20111209-1529,"org.sonar.ide.eclipse.jdt",1337054615359
error,log,,,"Core exception while retrieving the content description",1337054617860
error,log,,,"Core exception while retrieving the content description",1337054617862
error,log,,,"Core exception while retrieving the content description",1337054617865
error,log,,,"Core exception while retrieving the content description",1337054617866
error,log,,,"Core exception while retrieving the content description",1337054617867
error,log,,,"Core exception while retrieving the content description",1337054617868
error,log,,,"Core exception while retrieving the content description",1337054617870
error,log,,,"Core exception while retrieving the content description",1337054617871
error,log,,,"Core exception while retrieving the content description",1337054617872
error,log,,,"Core exception while retrieving the content description",1337054617873
error,log,,,"Core exception while retrieving the content description",1337054617875
error,log,,,"Core exception while retrieving the content description",1337054617878
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1337054624444
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1337054624548
error,log,,,"Core exception while retrieving the content description",1337054624709
error,log,,,"Core exception while retrieving the content description",1337054624719
error,log,,,"Core exception while retrieving the content description",1337054624720
error,log,,,"Core exception while retrieving the content description",1337054624734
error,log,,,"Core exception while retrieving the content description",1337054624736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1337054626870
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337054656628
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337054657861
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1337054661326
activated,editor,com.aptana.ide.editor.xml,1.5.0.25354,"com.aptana.ide.editors.XMLEditor",1337054662447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337054697685
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337055030753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337055037395
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337057578279
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1337057585118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337057593491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337057596826
activated,editor,com.aptana.ide.editor.xml,1.5.0.25354,"com.aptana.ide.editors.XMLEditor",1337057599812
closed,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1337057599832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337057619197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337067678559
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1337067686126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337067688329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337067690696
activated,editor,com.aptana.ide.editor.xml,1.5.0.25354,"com.aptana.ide.editors.XMLEditor",1337067690721
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1337067695334
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337067700637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337070081124
activated,editor,com.aptana.ide.editor.xml,1.5.0.25354,"com.aptana.ide.editors.XMLEditor",1337070081353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337070197796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337070200328
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1337070216527
opened,editor,com.aptana.ide.editor.xml,1.5.0.25354,"com.aptana.ide.editors.XMLEditor",1337070224280
activated,editor,com.aptana.ide.editor.xml,1.5.0.25354,"com.aptana.ide.editors.XMLEditor",1337070224392
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337070273733
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1337070288625
