what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1337155525884
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337155527841
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1337155583122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337155586281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337155787948
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337155789579
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337155791976
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1337155794549
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337155795193
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openSearchDialog",1337155795401
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337155796157
error,log,,,"Problems encountered during text search.",1337155802499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337155804555
activated,editor,com.aptana.ide.editor.xml,1.5.0.25354,"com.aptana.ide.editors.XMLEditor",1337155808859
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1337155854651
activated,editor,com.aptana.ide.editor.xml,1.5.0.25354,"com.aptana.ide.editors.XMLEditor",1337155859326
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1337155868746
activated,editor,com.aptana.ide.editor.xml,1.5.0.25354,"com.aptana.ide.editors.XMLEditor",1337155877529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337155891165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337155892497
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1337155894945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337155895281
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337155895519
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1337155895586
